,aryl_halides,solvent,photocalysts,solvent_photocatalyst,piperidines,catalysts,ni_catalysts,ni_solvent,products,uplcms,aryl_halides_moles,photocalysts_moles,piperidines_moles,catalysts_moles,ni_catalysts_moles,photocalysts_moles_log+1
305,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,1.9428697,100,0.5,150,180,5,0.3068528194400547
306,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,0.5,150,180,5,0.3068528194400547
307,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,F[B-](F)(F)F.c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,0.5,150,180,5,0.3068528194400547
308,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,N#Cc1ccc(C#N)c2ccccc12,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,0.5,150,180,5,0.3068528194400547
309,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,14.468149,100,0.5,150,180,5,0.3068528194400547
310,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,0.5,150,180,5,0.3068528194400547
311,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,2.2091637,100,5.0,150,180,5,2.6094379124341005
312,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.c1ccc(-c2ccccc2[Ir+]c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,15.37924,100,5.0,150,180,5,2.6094379124341005
313,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,Fc1cc(F)c(-c2ccccn2)c([Ir](c2cc(F)cc(F)c2-c2ccccn2)c2cc(F)cc(F)c2-c2ccccn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,25.384096,100,5.0,150,180,5,2.6094379124341005
314,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,c1ccc(-c2ccccc2[Ir](c2ccccc2-c2ccccn2)c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,27.331215,100,5.0,150,180,5,2.6094379124341005
315,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,19.7271,100,5.0,150,180,5,2.6094379124341005
316,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,C1=CC2Sc3ccccc3N(c3ccccc3)C2C=C1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,4.5829887,100,5.0,150,180,5,2.6094379124341005
317,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,5.0,150,180,5,2.6094379124341005
318,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,5.0,150,180,5,2.6094379124341005
319,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,F[B-](F)(F)F.c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,5.0,150,180,5,2.6094379124341005
320,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,N#Cc1ccc(C#N)c2ccccc12,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,5.0,150,180,5,2.6094379124341005
321,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,22.170212,100,5.0,150,180,5,2.6094379124341005
322,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)N4CCCCC4)OC)N[C@@H]5CCC[C@H]5O)n(c1=O)CCO,0.0,100,5.0,150,180,5,2.6094379124341005
323,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,29.0463,100,0.5,150,180,5,0.3068528194400547
324,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.c1ccc(-c2ccccc2[Ir+]c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,45.717587,100,0.5,150,180,5,0.3068528194400547
325,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,Fc1cc(F)c(-c2ccccn2)c([Ir](c2cc(F)cc(F)c2-c2ccccn2)c2cc(F)cc(F)c2-c2ccccn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,47.2543,100,0.5,150,180,5,0.3068528194400547
326,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,c1ccc(-c2ccccc2[Ir](c2ccccc2-c2ccccn2)c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,11.964826,100,0.5,150,180,5,0.3068528194400547
327,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,33.22501,100,0.5,150,180,5,0.3068528194400547
328,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,C1=CC2Sc3ccccc3N(c3ccccc3)C2C=C1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,0.5,150,180,5,0.3068528194400547
329,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,8.101359,100,0.5,150,180,5,0.3068528194400547
330,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,0.5,150,180,5,0.3068528194400547
331,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,F[B-](F)(F)F.c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,0.5,150,180,5,0.3068528194400547
332,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,N#Cc1ccc(C#N)c2ccccc12,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,0.5,150,180,5,0.3068528194400547
333,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,5.0833964,100,0.5,150,180,5,0.3068528194400547
334,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,0.5,150,180,5,0.3068528194400547
335,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,4.39632,100,5.0,150,180,5,2.6094379124341005
336,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.c1ccc(-c2ccccc2[Ir+]c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,6.761122,100,5.0,150,180,5,2.6094379124341005
337,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,Fc1cc(F)c(-c2ccccn2)c([Ir](c2cc(F)cc(F)c2-c2ccccn2)c2cc(F)cc(F)c2-c2ccccn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,30.668577,100,5.0,150,180,5,2.6094379124341005
338,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,c1ccc(-c2ccccc2[Ir](c2ccccc2-c2ccccn2)c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,30.350643,100,5.0,150,180,5,2.6094379124341005
339,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,8.412416,100,5.0,150,180,5,2.6094379124341005
340,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,C1=CC2Sc3ccccc3N(c3ccccc3)C2C=C1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,1.8531103,100,5.0,150,180,5,2.6094379124341005
341,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,1.8862602,100,5.0,150,180,5,2.6094379124341005
342,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,5.0,150,180,5,2.6094379124341005
343,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,F[B-](F)(F)F.c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,1.9135973,100,5.0,150,180,5,2.6094379124341005
344,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,N#Cc1ccc(C#N)c2ccccc12,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,5.0,150,180,5,2.6094379124341005
345,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,19.500381,100,5.0,150,180,5,2.6094379124341005
346,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,CS(C)=O,FC(F)(F)c1cc(-c2c3ccccc3[n+](-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc23)cc(C(F)(F)F)c1.[Cl-],CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)N3CCCCC3,0.0,100,5.0,150,180,5,2.6094379124341005
347,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)N4CCCCC4,67.57792,100,0.5,150,180,5,0.3068528194400547
348,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I,CS(C)=O,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.F[P-](F)(F)(F)(F)F.c1ccc(-c2ccccc2[Ir+]c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)N4CCCCC4,64.60365,100,0.5,150,180,5,0.3068528194400547
349,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I,CS(C)=O,Fc1cc(F)c(-c2ccccn2)c([Ir](c2cc(F)cc(F)c2-c2ccccn2)c2cc(F)cc(F)c2-c2ccccn2)c1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)N4CCCCC4,0.0,100,0.5,150,180,5,0.3068528194400547
350,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I,CS(C)=O,c1ccc(-c2ccccc2[Ir](c2ccccc2-c2ccccn2)c2ccccc2-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)N4CCCCC4,68.522125,100,0.5,150,180,5,0.3068528194400547
351,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I,CS(C)=O,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)N4CCCCC4,93.27594,100,0.5,150,180,5,0.3068528194400547
352,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I,CS(C)=O,C1=CC2Sc3ccccc3N(c3ccccc3)C2C=C1,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)N4CCCCC4,3.3622837,100,0.5,150,180,5,0.3068528194400547
353,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I,CS(C)=O,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,CS(C)=O,C1CCNCC1,C1CN2CCN1CC2,COCCOC.Cl[Ni]Cl,CS(C)=O,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)N4CCCCC4,15.960603,100,0.5,150,180,5,0.3068528194400547
